Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
19371,22-04-2022,Central,Pune,AI/ML,Online,19728.37,44,Ongoing,Not Placed
19372,24-08-2022,North,Pune,Cyber Security,Online,226899.38,42,Ongoing,Not Placed
19373,03-12-2021,East,Kolkata,Python,Offline,216960.11,59,Ongoing,Not Eligible
19374,07-07-2020,East,Pune,Python,Online,19485.52,85,Ongoing,Not Eligible
19375,13-08-2022,South,Kolkata,AI/ML,Online,179884.94,94,Ongoing,Not Eligible
19376,10-07-2020,South,Delhi,Cyber Security,Offline,68962.34,67,Completed,Placed
19377,02-11-2021,West,Mumbai,Data Science,Online,5273.61,49,Completed,Not Placed
19378,20-06-2023,West,Chennai,Data Science,Hybrid,164488.57,69,Dropped,Not Eligible
19379,02-06-2021,West,Chennai,Cyber Security,Online,179406.41,63,Ongoing,Placed
19380,29-04-2023,South,Ahmedabad,Python,Online,207863.03,43,Completed,Not Placed
19381,31-12-2021,North,Chennai,Data Science,Offline,170526.27,95,Ongoing,Not Placed
19382,19-05-2021,West,Delhi,Web Development,Online,182578.49,56,Ongoing,Placed
19383,28-03-2021,East,Pune,Cyber Security,Online,58219.39,65,Completed,Placed
19384,30-10-2021,East,Chennai,Web Development,Offline,159972.97,80,Ongoing,Not Eligible
19385,06-03-2022,Central,Bengaluru,AI/ML,Offline,155405.57,61,Ongoing,Not Placed
19386,19-09-2022,East,Chennai,Cyber Security,Online,91669.33,89,Ongoing,Placed
19387,30-04-2021,West,Bengaluru,Data Science,Online,185524.81,44,Completed,Not Placed
19388,29-01-2023,South,Bengaluru,Python,Online,232918.49,44,Ongoing,Not Placed
19389,17-10-2021,West,Ahmedabad,Cyber Security,Online,80233.22,70.10842186,Completed,Not Eligible
19390,19-08-2022,North,Ahmedabad,Python,Hybrid,122946.23,85,Ongoing,Not Placed
19391,17-11-2021,South,Hyderabad,Cyber Security,Online,110249.55,49,Dropped,Placed
19392,02-01-2023,Central,Pune,Cyber Security,Offline,197654.52,48,Ongoing,Not Eligible
19393,17-10-2022,North,Delhi,Python,Online,136067.8,60,Completed,Not Placed
19394,09-12-2022,East,Mumbai,Cyber Security,Hybrid,229742.14,59,Ongoing,Not Eligible
19395,23-11-2021,Central,Delhi,Cloud Computing,Hybrid,5254.17,72,Ongoing,Not Placed
19396,01-05-2022,North,Pune,Data Science,Online,242416.46,48,Completed,Not Placed
19397,30-09-2020,West,Bengaluru,Cyber Security,Offline,69114.32,93,Ongoing,Not Placed
19398,15-04-2023,East,Pune,Cyber Security,Offline,51412.87,74,Ongoing,Not Eligible
19399,26-12-2022,East,Pune,Web Development,Offline,43570.37,62,Ongoing,Not Placed
19400,16-03-2022,North,Pune,Data Science,Online,146061.83,68,Ongoing,Not Placed
19401,17-09-2022,Central,Kolkata,Python,Online,55580.17,75,Ongoing,Placed
19402,22-05-2022,Central,Ahmedabad,Cyber Security,Offline,121410.95,61,Ongoing,Not Placed
19403,22-04-2022,North,Delhi,AI/ML,Online,120464.28,46,Completed,Placed
19404,22-07-2022,Central,Ahmedabad,Data Science,Hybrid,123806.61,45,Completed,Placed
19405,17-05-2023,North,Hyderabad,Python,Online,191119.14,46,Ongoing,Placed
19406,28-12-2020,West,Delhi,Cloud Computing,Hybrid,11339.96,79,Dropped,Placed
19407,13-12-2021,South,Pune,Data Science,Offline,5861.86,95,Ongoing,Placed
19408,12-10-2020,Central,Hyderabad,Cyber Security,Hybrid,208510.29,52,Completed,Not Placed
19409,22-09-2021,South,Mumbai,Data Science,Online,243508.47,82,Ongoing,Placed
19410,24-09-2021,East,Bengaluru,Web Development,Offline,248112.18,72,Ongoing,Not Eligible
19411,16-11-2021,East,Kolkata,Data Science,Online,129938.16,62,Completed,Not Eligible
19412,15-12-2021,West,Bengaluru,AI/ML,Online,169918.63,79,Ongoing,Not Placed
19413,12-11-2022,South,Ahmedabad,Data Science,Hybrid,7896.83,71,Ongoing,Placed
19414,24-06-2020,West,Mumbai,AI/ML,Online,204362.22,58,Completed,Not Eligible
19415,17-08-2023,East,Pune,Web Development,Hybrid,60127.7,89,Dropped,Placed
19416,27-08-2022,West,Mumbai,Web Development,Online,65577.82,43,Dropped,Not Placed
19417,16-02-2022,Central,Ahmedabad,Data Science,Online,215570.51,96,Ongoing,Placed
19418,23-08-2023,Central,Hyderabad,AI/ML,Hybrid,213307.93,49,Ongoing,Placed
19419,26-04-2022,Central,Mumbai,Data Science,Hybrid,237125.7,74,Completed,Placed
19420,24-12-2020,South,Hyderabad,Python,Offline,93490.11,54,Dropped,Placed
19421,15-11-2022,West,Delhi,Data Science,Hybrid,5738.58,77,Ongoing,Not Placed
19422,20-01-2022,West,Bengaluru,Data Science,Hybrid,113658.97,99,Dropped,Not Eligible
19423,06-02-2023,South,Mumbai,AI/ML,Hybrid,233491.18,92,Ongoing,Not Placed
19424,24-07-2020,South,Ahmedabad,Data Science,Online,206329.56,46,Completed,Placed
19425,25-03-2022,East,Delhi,Cyber Security,Offline,127399.94,49,Completed,Not Eligible
19426,15-06-2021,East,Ahmedabad,Web Development,Online,124863.67,67,Ongoing,Not Eligible
19427,15-07-2022,South,Ahmedabad,Python,Online,77655.54,41,Completed,Not Placed
19428,21-07-2021,East,Chennai,Cyber Security,Hybrid,117539.37,94,Ongoing,Not Placed
19429,14-05-2023,East,Delhi,AI/ML,Hybrid,145859.89,73,Completed,Placed
19430,21-06-2020,South,Hyderabad,Cloud Computing,Hybrid,237227.39,57,Completed,Not Eligible
19431,19-06-2022,North,Kolkata,Cloud Computing,Offline,66897.08,69,Dropped,Not Eligible
19432,11-08-2023,North,Mumbai,AI/ML,Offline,44202.68,86,Completed,Not Placed
19433,20-06-2022,South,Bengaluru,AI/ML,Offline,33110.59,78,Ongoing,Not Placed
19434,28-09-2020,North,Bengaluru,Python,Offline,171343.54,76,Ongoing,Placed
19435,22-04-2023,Central,Bengaluru,AI/ML,Offline,112725.82,75,Dropped,Placed
19436,21-05-2021,East,Ahmedabad,Web Development,Online,155654.97,67,Ongoing,Not Placed
19437,07-08-2020,South,Hyderabad,AI/ML,Offline,209200.49,81,Completed,Not Placed
19438,02-01-2021,North,Mumbai,Python,Hybrid,149209.1,41,Dropped,Not Placed
19439,27-08-2020,West,Bengaluru,Python,Offline,158551.24,90,Dropped,Not Placed
19440,02-09-2022,Central,Chennai,Cloud Computing,Online,172130.5,68,Dropped,Not Eligible
19441,21-10-2020,West,Hyderabad,Data Science,Online,197620.99,63,Ongoing,Placed
19442,21-04-2023,East,Chennai,Web Development,Online,53516.82,100,Dropped,Not Placed
19443,21-05-2021,Central,Delhi,Python,Offline,135068.65,57,Completed,Placed
19444,03-12-2021,North,Bengaluru,Web Development,Hybrid,78854.99,54,Ongoing,Not Eligible
19445,30-06-2020,North,Chennai,Cyber Security,Hybrid,108247.55,94,Ongoing,Not Placed
19446,13-03-2022,South,Bengaluru,Data Science,Online,12111.92,72,Ongoing,Placed
19447,12-08-2023,North,Pune,AI/ML,Online,182394.81,98,Ongoing,Placed
19448,02-09-2020,East,Kolkata,Web Development,Online,122704.52,73,Ongoing,Placed
19449,26-05-2022,West,Hyderabad,Data Science,Online,30547.84,89,Completed,Placed
19450,16-06-2021,North,Chennai,Cloud Computing,Offline,126492.71,75,Completed,Not Placed
19451,13-12-2021,North,Pune,AI/ML,Online,233271.97,75,Ongoing,Not Placed
19452,03-11-2021,East,Ahmedabad,Cyber Security,Offline,211531.84,66,Completed,Not Eligible
19453,21-07-2021,West,Mumbai,Web Development,Offline,25577.54,80,Ongoing,Placed
19454,30-04-2022,North,Chennai,Cyber Security,Online,174190.54,100,Dropped,Not Eligible
19455,15-06-2021,East,Delhi,Cyber Security,Online,113555.05,57,Dropped,Not Placed
19456,29-11-2021,North,Ahmedabad,Data Science,Offline,86806.73,59,Completed,Not Placed
19457,01-08-2021,Central,Bengaluru,Python,Hybrid,178867.97,56,Completed,Not Placed
19458,15-09-2022,West,Chennai,Data Science,Hybrid,192293.34,70.10842186,Completed,Not Eligible
19459,06-11-2021,Central,Chennai,Python,Online,129672.89,51,Ongoing,Not Placed
19460,09-12-2021,Central,Hyderabad,AI/ML,Online,106277.14,56,Completed,Placed
19461,07-11-2021,West,Kolkata,Python,Online,106769.43,70,Ongoing,Not Eligible
19462,24-09-2022,Central,Ahmedabad,Web Development,Online,170932.11,100,Ongoing,Placed
19463,28-12-2021,East,Chennai,Web Development,Online,41564.85,45,Ongoing,Placed
19464,08-07-2022,North,Hyderabad,AI/ML,Online,197549.73,66,Completed,Not Eligible
19465,21-12-2021,South,Ahmedabad,Cyber Security,Online,61281.49,45,Completed,Not Placed
19466,08-02-2022,East,Chennai,Python,Online,143101.88,54,Ongoing,Placed
19467,13-06-2020,West,Delhi,Python,Offline,188045.39,85,Ongoing,Placed
19468,16-09-2021,West,Bengaluru,Cyber Security,Offline,179053.4,81,Completed,Placed
19469,19-02-2021,South,Ahmedabad,Web Development,Online,209565.87,60,Completed,Not Eligible
19470,10-12-2022,South,Chennai,Data Science,Online,85880.44,90,Completed,Not Placed
19471,27-04-2022,Central,Mumbai,Cyber Security,Offline,126834.51,85,Ongoing,Placed
19472,21-09-2022,East,Ahmedabad,Cyber Security,Hybrid,127438.72,92,Ongoing,Not Eligible
19473,29-03-2021,North,Pune,Cyber Security,Hybrid,104580.65,66,Dropped,Not Eligible
19474,18-03-2022,East,Delhi,Data Science,Online,124815.57,78,Ongoing,Not Placed
19475,08-04-2022,South,Pune,Cyber Security,Hybrid,88034.22,98,Dropped,Not Eligible
19476,11-06-2020,Central,Pune,Data Science,Hybrid,193184.76,83,Ongoing,Not Placed
19477,19-05-2022,East,Pune,Web Development,Online,234941.45,52,Ongoing,Not Eligible
19478,28-06-2022,West,Pune,Web Development,Offline,157389.65,52,Dropped,Placed
19479,12-02-2023,South,Delhi,Data Science,Online,83802.47,68,Dropped,Placed
19480,04-09-2021,South,Bengaluru,AI/ML,Offline,143702.13,70.10842186,Dropped,Not Placed
19481,22-12-2020,West,Chennai,Python,Online,8187.56,81,Ongoing,Not Eligible
19482,01-02-2021,East,Mumbai,Python,Online,205488.64,47,Ongoing,Not Eligible
19483,21-07-2023,Central,Hyderabad,Data Science,Offline,57232.68,68,Completed,Placed
19484,16-04-2023,Central,Mumbai,Cloud Computing,Online,212161.67,71,Completed,Not Placed
19485,02-05-2021,East,Bengaluru,Cloud Computing,Hybrid,140876.23,57,Ongoing,Not Eligible
19486,21-04-2022,North,Pune,Cyber Security,Online,244999.53,77,Completed,Not Eligible
19487,04-03-2023,North,Kolkata,AI/ML,Online,142778.9,80,Dropped,Not Placed
19488,09-08-2020,South,Kolkata,Python,Offline,232411.72,49,Dropped,Not Eligible
19489,09-09-2021,South,Hyderabad,Cloud Computing,Offline,170965.91,80,Dropped,Placed
19490,31-08-2020,West,Pune,Python,Offline,151384.23,71,Ongoing,Not Placed
19491,08-03-2022,South,Kolkata,Cyber Security,Online,39041.62,68,Completed,Not Placed
19492,14-05-2023,North,Hyderabad,Data Science,Offline,93346.68,52,Ongoing,Placed
19493,20-12-2021,East,Pune,Data Science,Offline,133973.31,41,Completed,Placed
19494,21-08-2023,North,Kolkata,AI/ML,Offline,241153.07,60,Dropped,Placed
19495,20-05-2023,East,Delhi,Data Science,Online,95305.12,74,Completed,Placed
19496,02-07-2021,West,Bengaluru,Data Science,Offline,19268.9,86,Ongoing,Not Placed
19497,08-08-2023,West,Kolkata,Python,Hybrid,47206.2,59,Ongoing,Not Eligible
19498,16-11-2022,Central,Pune,Web Development,Offline,54226.49,77,Dropped,Not Placed
19499,24-10-2020,North,Mumbai,Cloud Computing,Online,142106.95,79,Dropped,Not Placed
19500,22-05-2023,West,Delhi,Python,Online,167819.16,93,Dropped,Not Placed
19501,22-04-2022,East,Pune,Python,Offline,28555.53,63,Dropped,Placed
19502,24-12-2020,Central,Chennai,Cyber Security,Online,167580.03,61,Completed,Placed
19503,10-02-2021,South,Chennai,Data Science,Online,74580.79,41,Ongoing,Not Placed
19504,06-08-2020,Central,Bengaluru,Data Science,Online,211594.96,75,Completed,Not Eligible
19505,28-07-2021,North,Bengaluru,Python,Online,98311.15,61,Completed,Not Placed
19506,23-01-2022,East,Pune,Web Development,Hybrid,103071.4,50,Dropped,Not Eligible
19507,26-09-2020,Central,Ahmedabad,Python,Online,219259.19,73,Ongoing,Placed
19508,10-05-2023,North,Kolkata,Data Science,Offline,89585.55,43,Ongoing,Not Placed
19509,27-10-2022,Central,Delhi,Web Development,Offline,111728.37,98,Completed,Placed
19510,02-07-2020,South,Mumbai,Web Development,Online,60219.34,73,Ongoing,Not Eligible
19511,12-01-2023,East,Mumbai,Cloud Computing,Offline,142955.1,89,Ongoing,Not Placed
19512,02-10-2021,Central,Ahmedabad,Cloud Computing,Offline,148281.97,97,Ongoing,Not Placed
19513,25-08-2023,East,Hyderabad,Cyber Security,Online,237492.75,65,Completed,Not Placed
19514,26-10-2020,Central,Chennai,Cyber Security,Offline,6880.26,71,Completed,Placed
19515,05-01-2022,West,Kolkata,AI/ML,Offline,90101.89,55,Ongoing,Not Placed
19516,20-12-2022,Central,Chennai,Web Development,Online,117782.57,58,Ongoing,Not Placed
19517,05-10-2020,East,Kolkata,AI/ML,Online,198972.28,73,Completed,Placed
19518,07-02-2021,West,Delhi,Python,Offline,82661.48,43,Completed,Not Placed
19519,23-11-2022,East,Hyderabad,Python,Hybrid,142264.1,77,Completed,Placed
19520,13-06-2022,Central,Kolkata,Web Development,Online,60084.97,82,Completed,Placed
19521,10-01-2021,South,Bengaluru,Data Science,Online,27485.56,92,Completed,Placed
19522,18-08-2023,East,Chennai,Web Development,Online,93463.83,61,Ongoing,Not Eligible
19523,08-05-2023,West,Ahmedabad,AI/ML,Hybrid,200247.11,99,Ongoing,Not Eligible
19524,27-12-2022,South,Ahmedabad,Python,Online,196114.64,85,Completed,Placed
19525,01-08-2023,South,Ahmedabad,Web Development,Online,52753.5,70,Ongoing,Not Placed
19526,05-07-2020,East,Bengaluru,Data Science,Online,40601.76,53,Completed,Placed
19527,06-09-2022,East,Ahmedabad,Python,Offline,107444.34,61,Ongoing,Not Placed
19528,18-05-2022,West,Ahmedabad,Python,Online,99639.04,51,Completed,Not Eligible
19529,18-06-2021,Central,Kolkata,Data Science,Online,142656.29,41,Ongoing,Placed
19530,03-07-2022,East,Hyderabad,AI/ML,Hybrid,186365.01,68,Ongoing,Not Eligible
19531,04-05-2023,Central,Kolkata,AI/ML,Online,197282.87,52,Completed,Placed
19532,20-11-2021,South,Ahmedabad,Cyber Security,Online,243718.11,66,Ongoing,Placed
19533,23-01-2021,West,Chennai,Web Development,Online,70070.6,72,Dropped,Not Placed
19534,01-03-2023,Central,Ahmedabad,Cyber Security,Online,106492.08,100,Completed,Placed
19535,10-05-2022,South,Ahmedabad,Cloud Computing,Online,104070.62,49,Dropped,Placed
19536,19-06-2020,Central,Chennai,Web Development,Online,54029.19,93,Completed,Placed
19537,18-05-2022,South,Delhi,Web Development,Offline,232699.91,59,Completed,Not Eligible
19538,21-03-2022,East,Pune,Data Science,Hybrid,23048.87,75,Completed,Placed
19539,27-05-2022,Central,Kolkata,Cloud Computing,Hybrid,180435.5,59,Completed,Not Eligible
19540,26-12-2021,East,Bengaluru,Python,Online,86486.22,79,Completed,Not Placed
19541,08-12-2021,South,Kolkata,Data Science,Online,106142.47,51,Ongoing,Placed
19542,31-10-2022,West,Pune,Python,Hybrid,160310.73,77,Ongoing,Not Placed
19543,04-07-2021,East,Kolkata,Data Science,Online,179851.46,69,Ongoing,Not Placed
19544,14-07-2020,South,Kolkata,Cloud Computing,Hybrid,14957.52,86,Completed,Not Placed
19545,11-05-2021,Central,Delhi,Web Development,Offline,205103.18,61,Ongoing,Placed
19546,21-12-2022,East,Mumbai,Data Science,Offline,221344.06,75,Completed,Not Eligible
19547,25-12-2020,East,Mumbai,Web Development,Offline,99667.28,82,Ongoing,Not Placed
19548,20-02-2022,North,Mumbai,Python,Online,159011.83,64,Ongoing,Placed
19549,26-07-2022,South,Ahmedabad,Python,Online,160626.3,66,Completed,Not Eligible
19550,09-04-2022,East,Hyderabad,Data Science,Offline,155101.67,57,Ongoing,Not Placed
19551,05-03-2022,East,Pune,AI/ML,Hybrid,97546.17,94,Ongoing,Not Placed
19552,21-03-2021,South,Delhi,Web Development,Online,155921.81,40,Completed,Not Placed
19553,21-12-2022,Central,Pune,Data Science,Online,185451.07,82,Ongoing,Not Eligible
19554,13-11-2022,East,Kolkata,Data Science,Hybrid,195049.34,48,Completed,Not Eligible
19555,17-11-2021,West,Ahmedabad,Python,Hybrid,13631.92,45,Ongoing,Placed
19556,07-03-2021,West,Bengaluru,Web Development,Online,97850.89,52,Ongoing,Placed
19557,13-09-2023,West,Pune,Cyber Security,Offline,111747.61,65,Completed,Placed
19558,09-03-2021,South,Hyderabad,AI/ML,Online,211142.12,61,Dropped,Not Placed
19559,07-02-2022,East,Hyderabad,AI/ML,Online,63144.07,67,Ongoing,Not Placed
19560,30-06-2021,South,Bengaluru,Web Development,Online,118578.54,71,Ongoing,Not Placed
19561,14-02-2021,Central,Pune,Data Science,Offline,168660.14,69,Ongoing,Not Eligible
19562,24-06-2021,West,Pune,Data Science,Hybrid,198974.53,98,Ongoing,Placed
19563,22-08-2020,Central,Mumbai,AI/ML,Online,203882.69,48,Dropped,Placed
19564,08-07-2023,Central,Hyderabad,Python,Online,62953.01,70.10842186,Dropped,Not Placed
19565,23-04-2021,North,Ahmedabad,Data Science,Offline,133115.41,50,Ongoing,Placed
19566,01-07-2020,North,Mumbai,AI/ML,Hybrid,174524.84,57,Completed,Not Placed
19567,21-06-2020,East,Pune,Python,Offline,138060.38,71,Ongoing,Not Placed
19568,11-08-2021,North,Ahmedabad,Python,Offline,193290.55,87,Dropped,Placed
19569,12-05-2021,North,Bengaluru,Web Development,Hybrid,60626.93,97,Completed,Not Placed
19570,08-01-2022,North,Hyderabad,Data Science,Offline,221173.1,41,Dropped,Placed
19571,15-07-2022,Central,Mumbai,Data Science,Online,126549.56,66,Dropped,Not Placed
19572,23-08-2022,Central,Kolkata,Web Development,Hybrid,207100.53,64,Completed,Not Eligible
19573,04-12-2020,East,Hyderabad,Data Science,Hybrid,153691.08,71,Completed,Not Placed
19574,26-02-2022,West,Delhi,Python,Hybrid,88621.76,48,Ongoing,Not Eligible
19575,03-09-2022,West,Hyderabad,Cyber Security,Offline,86750.11,59,Dropped,Not Placed
19576,19-09-2022,West,Ahmedabad,Data Science,Online,78326.44,94,Completed,Not Placed
19577,01-04-2022,North,Hyderabad,Web Development,Offline,71116.33,71,Ongoing,Not Eligible
19578,13-09-2023,South,Delhi,Cyber Security,Online,99134.56,42,Completed,Placed
19579,18-02-2021,East,Hyderabad,Web Development,Offline,217027.93,54,Dropped,Placed
19580,07-12-2020,North,Chennai,Cloud Computing,Hybrid,222837.84,58,Completed,Placed
19581,28-11-2021,Central,Ahmedabad,AI/ML,Offline,222980.95,85,Ongoing,Not Eligible
19582,23-02-2022,Central,Hyderabad,Web Development,Online,180884.18,93,Dropped,Not Eligible
19583,22-03-2023,Central,Kolkata,Python,Offline,226546.94,91,Completed,Not Placed
19584,13-01-2022,Central,Mumbai,Cyber Security,Hybrid,51304.97,87,Ongoing,Not Placed
19585,03-11-2020,Central,Chennai,AI/ML,Hybrid,73264.04,51,Ongoing,Not Placed
19586,14-04-2021,West,Delhi,AI/ML,Offline,235302.45,78,Ongoing,Not Placed
19587,27-10-2022,West,Delhi,Python,Offline,244319.92,55,Completed,Placed
19588,05-09-2023,Central,Bengaluru,AI/ML,Online,101117.46,56,Ongoing,Not Eligible
19589,15-08-2022,South,Delhi,AI/ML,Offline,35619.25,77,Dropped,Placed
19590,14-03-2023,North,Hyderabad,Cloud Computing,Online,118744.94,45,Dropped,Not Placed
19591,12-06-2021,South,Delhi,Python,Online,121378.86,72,Completed,Placed
19592,05-08-2021,North,Hyderabad,Cyber Security,Hybrid,57908.65,48,Ongoing,Not Placed
19593,08-08-2022,West,Mumbai,Web Development,Online,222853.05,84,Completed,Not Placed
19594,08-11-2021,North,Chennai,Cyber Security,Online,95175.53,61,Ongoing,Not Eligible
19595,12-01-2021,North,Delhi,Data Science,Offline,248389.61,84,Dropped,Placed
19596,15-08-2020,West,Mumbai,AI/ML,Online,176627.62,60,Ongoing,Not Eligible
19597,05-07-2022,West,Hyderabad,AI/ML,Offline,193459.77,88,Ongoing,Not Placed
19598,31-07-2023,East,Mumbai,Web Development,Online,101428.26,55,Ongoing,Placed
19599,11-04-2021,West,Hyderabad,Cyber Security,Offline,56675.58,40,Dropped,Not Placed
19600,21-05-2023,North,Kolkata,Python,Online,82294.12,57,Completed,Not Placed
19601,26-02-2022,West,Delhi,Python,Hybrid,247925.26,74,Completed,Placed
19602,08-05-2021,North,Kolkata,AI/ML,Offline,93574.72,85,Ongoing,Placed
19603,13-10-2022,East,Chennai,AI/ML,Online,57734.24,70.10842186,Ongoing,Not Placed
19604,24-06-2022,Central,Bengaluru,Web Development,Hybrid,192333.06,58,Ongoing,Not Eligible
19605,30-09-2021,South,Kolkata,Web Development,Offline,154232.42,75,Completed,Placed
19606,10-04-2022,North,Kolkata,Python,Hybrid,159401.27,98,Completed,Not Placed
19607,17-12-2021,South,Delhi,AI/ML,Online,7751.12,57,Ongoing,Placed
19608,06-07-2021,Central,Chennai,Data Science,Online,189448.14,70.10842186,Completed,Not Placed
19609,25-12-2020,North,Kolkata,AI/ML,Offline,157532.52,69,Dropped,Not Placed
